id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
38,Departamento,97.6,3,1,66.0,Average,E,False,2,False,10.4,1445.67,0,1,2,1,1,0,5,True,Gas,Incandescente,41.0,Otoño,11.7,377.46,True,23,0.75,283.09499999999997,10.1,Inefficient
39,Departamento,71.0,4,2,24.0,Excellent,E,False,3,False,13.6,1062.39,1,1,1,4,1,0,8,False,Ninguna,Mixta,78.6,Otoño,13.7,373.77,True,18,0.75,280.3275,48.1,Moderate
40,Departamento,51.1,2,1,31.0,Good,E,False,7,False,10.6,413.0,0,1,7,5,1,0,14,True,Gas,Incandescente,64.1,Otoño,9.7,614.28,True,18,0.75,460.71,31.7,Moderate
41,Departamento,86.1,5,5,75.0,Average,A,False,7,True,22.1,1592.15,0,2,9,7,1,0,19,True,Gas,Mixta,57.7,Primavera,17.0,1174.77,True,20,0.75,881.0775,51.7,Moderate
42,Casa,118.7,5,1,27.0,Poor,C,False,3,False,18.9,1159.6,0,2,2,1,1,0,6,True,Eléctrica,LED,58.9,Invierno,9.3,693.2,True,23,0.75,519.9000000000001,30.1,Moderate
43,Pequeño Comercio,201.1,4,2,32.0,Good,B,False,5,False,12.2,2932.08,3,3,2,10,0,0,18,True,Gas,LED,84.7,Otoño,13.4,462.83,True,20,0.75,347.1225,66.6,Efficient
44,Pequeño Comercio,107.7,2,1,19.0,Good,A,False,4,False,13.9,1953.02,1,2,5,9,0,0,17,True,Eléctrica,Mixta,54.2,Primavera,19.1,622.3,True,17,0.75,466.72499999999997,52.1,Moderate
45,Departamento,70.3,2,1,36.0,Poor,C,False,4,False,13.7,946.12,0,1,3,1,1,0,6,True,Gas,LED,,Invierno,11.3,300.72,True,17,0.75,225.54000000000002,48.7,Moderate
46,Casa,226.3,4,2,49.0,Poor,E,False,5,False,9.9,6946.91,1,2,4,4,1,1,13,False,Ninguna,Mixta,49.9,Verano,27.3,691.42,True,18,0.75,518.5649999999999,8.5,Inefficient
47,Pequeño Comercio,117.1,1,1,22.0,Good,B,False,1,False,18.6,810.36,1,2,1,1,0,0,5,False,Ninguna,LED,69.6,Otoño,12.8,396.06,True,18,0.75,297.045,42.0,Moderate
48,Casa,150.8,4,2,17.0,Good,D,False,4,True,23.0,1727.31,3,2,1,4,1,0,11,True,Eléctrica,Mixta,74.2,Primavera,20.2,753.14,True,20,0.75,564.855,43.1,Moderate
49,Casa,210.0,3,2,44.0,Excellent,E,False,4,True,23.1,9023.66,5,1,5,3,1,0,15,True,Gas,Mixta,68.9,Invierno,3.7,1037.71,True,19,0.75,778.2825,37.2,Moderate
50,Casa,174.7,8,5,15.0,Good,C,True,7,False,12.2,946.06,2,1,8,7,1,0,19,True,Eléctrica,LED,70.8,Verano,30.0,268.82,True,19,0.75,201.615,77.5,Efficient
51,Departamento,69.8,1,1,9.0,Excellent,B,False,1,False,13.4,921.2,0,1,1,1,1,0,4,False,Ninguna,LED,75.2,Invierno,3.2,192.13,True,20,0.75,144.0975,73.6,Efficient
52,Pequeño Comercio,126.2,5,4,50.0,Poor,C,False,7,False,14.7,3067.09,0,3,3,7,0,1,14,True,Gas,LED,,Verano,27.9,720.37,True,19,0.75,540.2775,44.7,Moderate
53,Pequeño Comercio,30.0,1,1,10.0,Excellent,C,False,1,False,8.4,451.35,0,2,0,1,0,0,3,True,Eléctrica,LED,77.8,Primavera,22.7,69.65,True,18,0.75,52.237500000000004,65.6,Efficient
54,Casa,83.3,2,2,10.0,Excellent,B,False,2,False,13.9,799.01,2,1,3,1,1,1,9,False,Ninguna,LED,69.6,Invierno,2.3,335.37,True,18,0.75,251.5275,75.2,Efficient
55,Pequeño Comercio,58.7,1,2,12.0,Average,C,False,1,False,12.0,710.1,0,2,0,2,0,0,4,True,Eléctrica,LED,74.9,Primavera,21.8,166.35,True,19,0.75,124.76249999999999,40.4,Moderate
56,Casa,920.7906666251148,4,2,61.0,Excellent,E,False,6,False,8.0,2068.57,3,1,1,7,1,1,14,True,Gas,LED,64.2,Otoño,14.5,284.41,True,21,0.75,213.3075,62.3,Efficient
57,Casa,193.0,7,1,8.0,Good,D,False,5,False,8.8,3123.62,2,1,5,4,1,0,13,True,Eléctrica,LED,81.6,Primavera,23.8,339.2,True,19,0.75,254.39999999999998,50.9,Moderate
58,Departamento,45.9,1,1,35.0,Poor,A,False,1,False,11.3,639.35,4,1,0,1,1,0,7,True,Gas,Mixta,66.1,Invierno,11.3,187.83,True,14,0.75,140.8725,45.8,Moderate
59,Departamento,56.1,2,1,38.0,Poor,E,False,5,True,18.7,1342.08,3,2,2,7,1,0,15,True,Gas,LED,77.4,Invierno,9.4,413.32,True,16,0.75,309.99,22.7,Inefficient
60,Casa,107.7,7,5,57.0,Average,E,False,2,True,20.2,893.82,2,2,1,3,1,0,9,False,Ninguna,LED,45.5,Primavera,24.0,498.54,True,22,0.75,373.90500000000003,21.9,Inefficient
61,Casa,241.1,4,2,25.0,Good,C,False,5,False,13.7,,3,2,4,4,1,1,15,True,Losa Radiante,Incandescente,90.2,Verano,23.5,1028.43,True,19,0.75,771.3225,41.5,Moderate
62,Casa,129.0,7,5,76.0,Poor,E,True,6,True,19.6,1318.41,0,1,2,5,1,0,9,True,Gas,Mixta,35.5,Primavera,21.0,611.07,True,17,0.75,458.3025,36.2,Moderate
63,Casa,164.4,5,2,21.0,Good,E,False,4,False,9.4,1183.76,1,2,5,2,1,0,11,False,Ninguna,Incandescente,76.0,Otoño,10.7,485.5,True,18,0.75,364.125,43.3,Moderate
64,Departamento,54.6,2,3,33.0,Good,A,False,1,True,24.0,932.5,2,1,0,1,1,0,5,True,Gas,Mixta,54.5,Otoño,10.7,335.32,True,17,0.75,251.49,41.6,Moderate
65,Departamento,78.7,4,2,23.0,Excellent,E,False,4,False,14.9,2850.5,0,1,5,3,1,0,10,True,Eléctrica,Mixta,72.2,Otoño,12.3,647.26,True,22,0.75,485.445,48.1,Moderate
66,Casa,127.5,2,3,70.0,Average,C,False,1,True,21.4,2296.0,0,1,2,1,1,0,5,True,Gas,LED,47.0,Verano,31.4,391.68,True,19,0.75,293.76,27.1,Moderate
67,Casa,243.6,8,5,13.0,Average,E,False,8,False,16.4,1914.71,3,2,10,8,1,0,24,True,Eléctrica,Incandescente,90.2,Otoño,20.5,1489.38,True,16,0.75,1117.035,25.2,Inefficient
68,Casa,123.8,2,2,22.0,Poor,D,False,2,False,8.8,3504.85,1,1,2,2,1,1,8,True,Eléctrica,Mixta,77.0,Otoño,12.6,260.26,True,19,0.75,195.195,32.5,Moderate
69,Casa,107.3,6,1,29.0,Good,E,True,5,False,9.8,2129.77,1,2,2,9,1,1,16,True,Eléctrica,LED,66.1,Otoño,13.2,163.7,True,20,0.75,122.77499999999999,64.1,Efficient
70,Pequeño Comercio,93.9,4,4,14.0,Good,A,False,3,False,,759.2,0,2,1,1,0,0,4,False,Ninguna,LED,76.3,Primavera,18.2,313.39,True,21,0.75,235.0425,70.6,Efficient
71,Departamento,45.8,2,1,34.0,Excellent,C,False,1,False,9.6,810.44,0,1,2,0,1,0,4,True,Gas,LED,71.5,Primavera,19.3,103.59,True,20,0.75,77.6925,60.4,Efficient
72,Casa,216.9,7,5,2.0,Excellent,E,False,4,False,,3179.47,5,1,2,3,1,1,13,True,Eléctrica,LED,90.3,Otoño,16.5,338.91,True,16,0.75,254.1825,63.9,Efficient
73,Departamento,57.3,2,2,19.0,Poor,A,False,2,False,16.2,1096.72,0,1,0,1,1,0,3,True,Eléctrica,Mixta,75.6,Primavera,20.2,343.74,True,20,0.75,257.805,39.8,Moderate
74,Pequeño Comercio,77.5,2,1,19.0,Good,D,False,1,False,9.7,3216.61,1,2,0,1,0,0,4,True,Eléctrica,LED,72.6,Verano,25.2,141.91,True,19,0.75,106.4325,53.5,Efficient
75,Casa,134.6,6,5,16.0,Poor,C,True,3,False,8.0,2714.47,1,1,1,3,1,1,8,True,Eléctrica,LED,,Invierno,11.3,185.51,True,20,0.75,139.1325,51.4,Moderate
76,Departamento,77.2,4,3,15.0,Excellent,C,False,1,True,23.6,1602.54,0,2,3,2,1,0,8,True,Eléctrica,Mixta,58.5,Invierno,4.9,904.58,True,14,0.75,678.4350000000001,19.4,Inefficient
77,Departamento,40.1,1,3,55.0,Poor,A,False,3,False,18.8,515.32,0,1,1,3,1,0,6,True,Gas,Mixta,62.5,Primavera,17.2,496.51,True,21,0.75,372.3825,40.7,Moderate
78,Departamento,43.4,1,1,24.0,Excellent,E,False,1,True,16.6,815.01,1,1,0,2,1,0,5,True,Eléctrica,Mixta,66.2,Otoño,16.2,262.94,True,17,0.75,197.20499999999998,32.1,Moderate
79,Casa,60.6,2,3,51.0,Excellent,C,False,6,False,10.1,,0,1,8,3,1,0,13,False,Ninguna,Mixta,64.4,Verano,27.8,359.25,True,18,0.75,269.4375,65.1,Efficient
80,Casa,97.9,6,2,39.0,Poor,D,False,3,False,8.7,1569.49,1,2,5,0,1,0,9,False,Ninguna,LED,,Invierno,11.2,248.93,True,18,0.75,186.6975,22.9,Inefficient
81,Departamento,79.9,1,1,52.0,Good,E,False,1,True,19.5,,0,1,2,3,1,0,7,False,Ninguna,Incandescente,63.7,Invierno,8.5,699.47,True,21,0.75,524.6025,1.7,Inefficient
82,Casa,127.8,4,1,50.0,Good,E,False,3,True,20.5,627.09,1,2,1,3,1,0,8,False,Ninguna,LED,68.6,Verano,34.1,516.99,True,19,0.75,387.7425,38.6,Moderate
83,Casa,93.4,4,1,36.0,Poor,B,False,6,True,15.3,1931.69,1,2,5,7,1,1,17,True,Gas,Incandescente,78.4,Invierno,7.7,987.05,True,19,0.75,740.2874999999999,31.1,Moderate
84,Casa,121.5,3,1,17.0,Excellent,A,False,1,False,11.6,2150.79,1,1,1,0,1,0,4,False,Ninguna,Mixta,61.0,Primavera,23.5,191.72,True,22,0.75,143.79,66.9,Efficient
85,Departamento,54.6,1,1,,Good,A,False,1,False,8.0,614.26,1,1,1,2,1,0,6,False,Ninguna,Mixta,76.3,Verano,26.6,225.98,True,19,0.75,169.48499999999999,62.8,Efficient
86,Departamento,58.3,3,2,27.0,Poor,A,False,5,False,12.6,702.36,1,2,3,6,1,0,13,True,Eléctrica,Mixta,73.8,Otoño,17.8,434.4,True,21,0.75,325.79999999999995,44.5,Moderate
87,Departamento,72.2,4,1,30.0,Poor,C,False,2,True,21.4,2081.59,0,1,5,2,1,0,9,True,Eléctrica,Incandescente,50.2,Invierno,10.3,824.81,True,19,0.75,618.6075,0.0,Inefficient
88,Casa,121.8,4,2,47.0,Poor,A,False,4,False,11.5,1390.82,0,1,6,3,1,0,11,False,Ninguna,Mixta,30.2,Otoño,17.3,559.33,True,18,0.75,419.49750000000006,31.6,Moderate
89,Pequeño Comercio,65.5,1,1,15.0,Good,E,False,1,False,18.0,1341.77,1,2,0,2,0,0,5,True,Eléctrica,Incandescente,78.1,Primavera,23.6,529.18,True,20,0.75,396.885,0.8,Inefficient
90,Departamento,41.3,1,2,30.0,Good,C,False,1,False,20.0,1393.2,1,1,1,0,1,0,4,True,Eléctrica,LED,54.2,Otoño,16.2,240.71,True,17,0.75,180.5325,50.3,Moderate
91,Casa,158.4,5,1,41.0,Poor,E,False,6,False,12.0,1650.66,1,2,11,2,1,0,17,True,Gas,Incandescente,58.5,Verano,30.1,1047.93,True,21,0.75,785.9475,5.9,Inefficient
92,Casa,137.2,1,1,7.0,Good,B,True,1,True,18.5,1893.68,3,1,0,2,1,0,7,True,Eléctrica,LED,81.2,Otoño,14.7,246.02,True,15,0.75,184.51500000000001,67.4,Efficient
93,Pequeño Comercio,107.3,4,1,11.0,Good,A,False,8,False,9.6,1289.82,1,2,4,2,0,0,9,False,Ninguna,Mixta,83.1,Primavera,20.2,404.97,True,16,0.75,303.7275,65.1,Efficient
94,Casa,198.1,2,3,5.0,Excellent,B,False,1,True,18.3,973.01,4,1,0,3,1,0,9,False,Ninguna,LED,62.8,Verano,27.7,650.55,True,20,0.75,487.91249999999997,50.3,Moderate
95,Casa,136.9,5,4,50.0,Average,C,False,4,True,15.7,1189.8,0,1,1,3,1,0,6,False,Ninguna,Mixta,43.8,Verano,27.7,572.58,True,22,0.75,429.43500000000006,37.9,Moderate
96,Departamento,94.4,1,1,12.0,Excellent,A,False,1,True,21.9,1037.25,1,1,0,3,1,0,6,True,Eléctrica,Mixta,74.6,Invierno,6.9,575.82,True,20,0.75,431.865,31.9,Moderate
97,Pequeño Comercio,58.8,4,2,30.0,Good,E,False,8,False,9.8,587.89,0,2,5,5,0,0,12,True,Eléctrica,Mixta,65.9,Invierno,10.1,504.06,True,20,0.75,378.045,45.5,Moderate
98,Departamento,84.7,6,3,35.0,Good,D,False,5,False,10.2,1117.44,0,1,4,3,1,0,9,False,Ninguna,Mixta,53.5,Verano,26.2,352.06,True,16,0.75,264.045,37.9,Moderate
99,Casa,55.9,2,1,45.0,Poor,A,False,2,True,21.6,2243.32,1,1,0,4,1,0,7,True,Gas,LED,74.0,Otoño,20.6,428.31,True,19,0.75,321.2325,37.6,Moderate
100,Departamento,38.4,1,1,66.0,Average,E,False,2,False,16.6,1102.83,0,1,1,1,1,0,4,True,Gas,Mixta,39.2,Primavera,17.6,256.28,True,17,0.75,192.20999999999998,21.6,Inefficient
101,Casa,98.1,1,1,9.0,Good,B,False,1,True,17.7,1290.31,1,1,0,3,1,0,6,True,Eléctrica,Mixta,95.9,Primavera,29.9,314.75,True,18,0.75,236.0625,50.8,Moderate
102,Casa,104.5,4,4,16.0,Good,A,False,8,True,19.9,1316.89,2,1,4,6,1,0,14,True,Eléctrica,Mixta,73.3,Otoño,12.7,939.19,True,17,0.75,704.3925,62.6,Efficient
103,Casa,205.6,8,4,63.0,Poor,E,False,7,False,13.6,2728.89,4,2,8,4,1,0,19,True,Gas,LED,49.5,Invierno,4.4,670.09,True,20,0.75,502.5675,21.2,Inefficient
104,Departamento,83.9,2,1,18.0,Excellent,E,False,2,False,13.5,985.09,0,2,2,0,1,0,5,True,Eléctrica,LED,73.3,Otoño,18.1,266.35,True,19,0.75,199.76250000000002,61.2,Efficient
105,Casa,126.4,2,1,13.0,Average,B,False,2,True,19.0,3435.73,2,1,1,4,1,0,9,True,Eléctrica,Mixta,77.3,Verano,27.8,1235.75,True,19,0.75,926.8125,19.4,Inefficient
106,Casa,113.9,4,4,26.0,Good,E,True,1,True,20.2,1963.73,1,1,1,1,1,0,5,True,Eléctrica,Mixta,67.0,Verano,27.4,519.57,True,21,0.75,389.6775,31.7,Moderate
107,Casa,170.7,6,2,41.0,Good,C,False,8,False,15.2,1979.81,4,1,7,4,1,0,17,True,Gas,LED,46.5,Primavera,18.5,748.66,True,15,0.75,561.495,54.8,Efficient
108,Casa,118.5,2,1,35.0,Good,E,False,3,False,18.2,1511.54,1,2,2,2,1,0,8,False,Ninguna,Mixta,63.7,Verano,25.1,577.93,True,19,0.75,433.4475,39.9,Moderate
109,Casa,155.8,3,1,46.0,Poor,A,False,1,False,13.6,,0,2,1,0,1,0,4,True,Gas,Mixta,57.3,Primavera,20.9,312.19,True,20,0.75,234.14249999999998,11.8,Inefficient
110,Departamento,86.6,1,1,40.0,Poor,C,False,1,False,13.4,3679.58,3,1,0,3,1,1,9,True,Gas,Mixta,73.8,Invierno,11.3,307.41,True,16,0.75,230.5575,17.4,Inefficient
111,Casa,138.0,7,5,25.0,Excellent,D,False,5,True,20.7,2001.61,0,1,2,2,1,1,7,True,Eléctrica,Incandescente,69.6,Invierno,9.6,1631.56,True,21,0.75,1223.67,28.9,Moderate
112,Departamento,92.1,5,2,14.0,Average,A,False,7,False,11.2,1174.21,0,2,6,5,1,0,14,True,Eléctrica,Mixta,66.7,Verano,31.0,478.13,True,16,0.75,358.59749999999997,55.4,Efficient
113,Departamento,80.9,1,1,37.0,Average,C,False,1,True,19.1,2065.87,0,1,0,2,1,0,4,True,Gas,LED,63.4,Otoño,15.4,177.13,True,19,0.75,132.8475,40.2,Moderate
114,Pequeño Comercio,103.6,1,1,63.0,Average,E,False,1,False,8.5,1613.77,0,2,0,0,0,0,2,True,Gas,Incandescente,54.0,Invierno,7.1,221.31,True,17,0.75,165.98250000000002,13.8,Inefficient
115,Casa,112.6,1,1,41.0,Poor,E,False,2,True,19.0,714.8,0,1,1,2,1,0,5,True,Gas,Mixta,60.4,Otoño,13.0,494.64,True,19,0.75,370.98,6.5,Inefficient
116,Casa,85.1,4,1,36.0,Poor,D,False,2,False,11.5,2474.91,1,1,2,1,1,0,6,True,Gas,Mixta,70.7,Otoño,17.9,310.41,True,19,0.75,232.8075,27.9,Moderate
117,Casa,91.7,2,3,42.0,Poor,A,False,1,False,12.6,940.8,0,1,0,1,1,0,3,True,Gas,LED,53.2,Primavera,22.9,197.33,True,15,0.75,147.9975,41.1,Moderate
118,Casa,96.5,5,4,30.0,Good,B,False,6,True,17.4,1021.1,0,1,2,3,1,0,7,True,Eléctrica,Mixta,48.3,Primavera,14.6,787.32,True,19,0.75,590.49,56.8,Efficient
119,Departamento,134.6,2,1,32.0,Average,C,False,1,False,8.7,5123.52,2,1,1,0,1,1,6,True,Gas,Mixta,73.2,Primavera,24.7,208.78,True,21,0.75,156.585,40.1,Moderate
120,Casa,160.5,3,1,29.0,Good,D,False,3,False,12.5,1266.65,0,1,1,1,1,0,4,True,Eléctrica,Mixta,61.8,Verano,32.7,403.8,True,20,0.75,302.85,35.3,Moderate
121,Casa,118.9,1,1,25.0,Excellent,B,False,1,True,21.5,1931.61,2,1,1,1,1,1,7,True,Eléctrica,Mixta,74.6,Otoño,15.5,491.87,True,16,0.75,368.90250000000003,39.2,Moderate
122,Casa,59.5,1,1,15.0,Poor,A,True,1,False,15.0,608.45,1,2,1,1,1,0,6,True,Eléctrica,LED,77.3,Verano,28.8,232.26,True,20,0.75,174.195,56.7,Efficient
123,Departamento,834.6187563369568,1,1,29.0,Good,C,False,1,False,12.6,1488.34,1,1,0,1,1,0,4,True,Eléctrica,LED,50.3,Verano,26.6,289.7,True,18,0.75,217.27499999999998,36.1,Moderate
124,Departamento,73.2,2,2,41.0,Poor,A,False,1,False,,1557.35,0,1,1,0,1,0,3,False,Ninguna,Mixta,56.1,Primavera,21.1,106.07,True,20,0.75,79.5525,38.8,Moderate
125,Casa,142.7,2,1,26.0,Poor,A,False,1,True,17.8,1214.69,0,2,3,1,1,0,7,False,Ninguna,Mixta,51.6,Primavera,23.9,483.6,True,20,0.75,362.70000000000005,7.1,Inefficient
126,Casa,130.0,2,1,37.0,Average,B,False,1,True,20.6,5337.8,3,1,0,2,1,1,8,True,Gas,LED,64.7,Verano,27.4,769.81,True,18,0.75,577.3575,20.0,Inefficient
127,Casa,169.5,7,2,57.0,Average,E,False,7,True,18.7,2729.52,0,2,3,5,1,0,11,False,Ninguna,Incandescente,45.1,Invierno,8.7,1160.02,True,18,0.75,870.015,29.4,Moderate
128,Departamento,67.1,4,2,20.0,Excellent,E,False,4,False,13.1,979.36,2,1,2,3,1,0,9,False,Ninguna,Incandescente,62.6,Verano,27.4,662.77,True,16,0.75,497.0775,45.2,Moderate
